sentence,joy,trust,fear,surprise,sadness,disgust,anger,anticipation,neutral
  He did not have the swelling ankles and belly that your wife is having,0,0,0,0,0,0,0,0,1
ESLD looks a lot the same  whether you got there by a virus or alcoholism,0,0,0,0,0,0,0,0,1
My wife keeps telling me to change mine - but that seems like a long winded process - and whilst theres been mistakes at the surgery she doc works at - she in herself would possibly fight for me,0,0,0,0,0,0,0,1,0
  Lately  with the summer and visitors I have been eating much more red meat than I normally do  chicken  fish and lentils are the go to meats for me,0,0,0,0,0,0,0,0,1
  He received his liver transplant February 3  2011,0,0,0,0,0,0,0,0,1
  Even if she does have cirrhosis  she can stop it in its tracks with the healthful diet she is now eating,0,0,0,0,0,0,0,1,0
 My brother passed away from Hep C attacking his new liver in 2002 and again that year I had another episode,0,0,0,0,1,0,0,0,0
  My mom was very lucid and aware yesterday and was hearing the word terminal for the first time,1,0,0,0,0,0,0,0,0
  We are not doctors  but patients and caregivers sharing experience,0,0,0,0,0,0,0,0,1
Then you try and cover it up - and even show what you wrote - you are a joke,0,0,0,0,0,1,0,0,0
I talked to the Interventional Radiologist before the procedure and he laid out all the pros and cons of the procedure,0,0,0,0,0,0,0,0,1
 You can get the three numbers every day in hospital and run his MELD on your own,0,0,0,0,0,0,0,0,1
 I assume that she was also prescribed diuretics Lasix and Aldactone,0,0,0,0,0,0,0,0,1
 Its no big deal really but I didnt want anyone to think I went and got a big head or something      I am not bragging on myself its just a necessity now   hope everyone is doing ok    all this reading for school is limiting my time on the pc   on HW and on my word racer game im having withdrawals from word racer lol thoughts and prayers for everyone every day    ',0,0,0,0,0,0,0,1,0
Right now I have to settle for my 7-year old Grandson rubbing my back trying to bribe me into letting him have an oatmeal cream pie,1,0,0,0,0,0,0,0,0
 Creatinine and BUN are indicators of kidney function,0,0,0,0,0,0,0,0,1
  We've been in 20s at night and 40s in the day in Northeast FL  but it warmed up today to the 60s,0,0,0,0,0,0,0,0,1
never thought in a million years life would end up this nuts  I have to say we have been married 40 years hes the best husband never complains   Im thankfull for that  thanks for listen will be back when I can',0,0,0,1,0,0,0,0,0
 It's expensive to eat the way liver patients are supposed to,0,0,0,0,0,1,0,0,0
  I don't care what it is or what it is called  I just want it gone,0,0,0,0,0,0,1,0,0
  As long as an alcoholic is getting something from drinking  it\'s difficult to give it up,0,0,0,0,0,0,0,0,1
Natasha  the L in this blood work means Liter  not Low,0,0,0,0,0,0,0,0,1
  A lovely group of people sharing information and experiences,1,0,0,0,0,0,0,0,0
com/All she needed to get her glasses from this place was her PD measurement or Pupillary Distance measurement and most optometrist will provide it for $30-50 however they dislike that you are asking for it because they realize you will then go buy your glasses cheaper elsewhere,0,0,0,0,0,1,0,0,0
 for I felt and do feel so guilty that I felt that way as Mike and I walked the journey together,0,1,0,0,0,0,0,0,0
 Aldactone is a potassium sparing drug that balances out what she\'s losing with the Lasix,0,0,0,0,0,0,0,0,1
I've only posted here a few times  after my bf was diagnosed with HE,0,0,0,0,0,0,0,0,1
 He was diagnosed in 2004 and we finally got the SSI in 11/2007,0,0,0,0,0,0,0,0,1
  And to my knowledge she has not drank since going to the hospital,0,1,0,0,0,0,0,0,0
  Get granny diapers if necessary during those bad times,0,0,0,0,0,0,0,0,1
He has also been a very heavy drinker  for many more years than me,0,0,0,0,1,0,0,0,0
I am more vulnerable to an episode after flying and if I am badly jetlagged,0,0,0,0,1,0,0,0,0
 So many people struggling with life's up's and down's,0,0,0,0,1,0,0,0,0
I believe in doctors  but have found through HW the patient experiences and sharing of such to be of great value,0,1,0,0,0,0,0,0,0
 The only problem is she didnt get it until yesterday,0,0,0,0,0,0,1,0,0
 Yeah  I don\'t think I\'ve ever come across an SSS patient that didn\'t end up with a pacer  although I\'m sure they\'re out there,0,1,0,0,0,0,0,0,0
All I would add is that just because two health events occur at the same time  it does not mean they are related- or not related,0,0,0,0,0,0,0,0,1
  Hubby is much more clear minded  wants to take classes to further self educate himself and does now talk aboutthe future,0,0,0,0,0,0,0,1,0
 She is crushed at his demise  at her unbelievably strong denial  and at her clear contributions to his self-destruction,0,0,0,0,1,0,0,0,0
We already know that the next bad spell will probably be the last  since her airway always tends to close up with them,0,0,0,0,1,0,0,0,0
 We have it as controlled as we can get it  but he has had a hepatic seizure and significant problems requiring hospital and EMT's  due to this condition,0,0,1,0,0,0,0,0,0
There are a number of surgeons that will do these distal pancreatectomies laparoscopically  but not mine,0,0,0,0,0,0,1,0,0
 Myscan  mri  liver function  metabolic and other tests werebeautifully normal,1,0,0,0,0,0,0,0,0
 Also  there are kidneys  lungs and pancreas transplants mixed in,0,0,0,0,0,0,0,0,1
  I have a file for all these that will go with us to all medical appointments and any time she is admitted to hospital,0,0,0,0,0,0,0,1,0
 However  there are only a few live cancerous cells on the upper periphery of that,1,0,0,0,0,0,0,0,0
My mom suffered from end stage liver diease and atlast she died in 2 years after detection of the diease,0,0,0,0,1,0,0,0,0
 I\'m curious aboutthe statement that he could\'ve been transplanted right away in Rochester,0,0,0,0,0,0,0,1,0
  Ive also had seizures they cant explain that were when my ammonis was high ,0,0,1,0,0,0,0,0,0
The loss of time is pretty typical of liver disease,0,0,0,0,0,0,0,0,1
 I talked abouther quite a bit and he really admired her didn\'t we all,1,0,0,0,0,0,0,0,0
 and so far the worst thing has been i forget the darn pills LOL So relax,0,1,0,0,0,0,0,0,0
 Also I love to swim and there a pool nearby that'sopen in the eves,1,0,0,0,0,0,0,0,0
 All I want is to be happy again and have the energy that I had before,0,0,0,0,1,0,0,0,0
 Whatever they added to the lactulose is seeming to help  for now,0,1,0,0,0,0,0,0,0
I will ask some questions and see what we can do to be supportive to you and for her benefit  as well,0,0,0,0,0,0,0,1,0
 When I was diagnosed I had no idea why I was feeling the way I was,0,0,1,0,0,0,0,0,0
****Quick update****I just got a call from our Transplant Nurse from UMDNJ,0,0,0,0,0,0,0,0,1
 I don't actually have insurance and am only on medicaid so maybe that's the deal with having to do the old meds first,0,0,0,0,0,1,0,0,0
  She is scheduled for a Gastro specialist tommorrow,0,0,0,0,0,0,0,0,1
 He\'s on 4 Lactulose a day  and 2 Xixifan along with probiotics and a host of other meds - could this be DIABETIC Encephalopathy,0,0,0,0,0,0,0,0,1
 My grandfather was an alcoholic  He died when I was a baby  but I heard all the stories from my mom and sister,0,0,0,0,1,0,0,0,0
as for the clotting bloods i have another sheet from his full blood count but nothing that matches the letters you spoke about,0,0,0,0,0,0,0,0,1
 A hep experienced in autoimmune diseases will be invaluable,0,0,0,0,0,0,0,0,1
  My brother just took and took  and she let him  despite my pleadings that sheopen her eyes,0,0,0,0,1,0,0,0,0
As Mary stated  sometimes people do come back from the very brink--just as her husband  David  Rick  and I did,0,1,0,0,0,0,0,0,0
  It took him abouta year to get himself back together,1,0,0,0,0,0,0,0,0
David   I am beginning to think our little  Princess  is pregnant ,0,0,0,0,0,0,0,0,1
 I want you to know there are years and years of experience of those who have  or love someone with liver disease of all sorts on this forum,0,0,0,0,0,0,0,0,1
  I'm glad I found this site  it's a good place to go to give support and to get support,1,0,0,0,0,0,0,0,0
  They gave him Tramidol for the pain which didn't help and the dr ordered some Morphine that he got at 4:00pm on Saturday,0,0,1,0,0,0,0,0,0
  These are helping me quite a bit  not only with Dougie's issues  but the things I have learned have helped me to cope with the various health issues we have been facing,0,0,0,0,0,0,0,1,0
I went through this with my mother--she was a lifelong alcoholic  until she ended up in a NH,0,0,0,0,1,0,0,0,0
Some hours she seems okay relatively speaking and she is quite lucid,1,0,0,0,0,0,0,0,0
  Organizing all this can be very difficult and stressful when you are dealing with Hep C and the other related problems that you face,0,0,1,0,0,0,0,0,0
Since he's due to go back in June I'm sure his GI Doc will do it  but I wanted to be able to monitor it along with the rest of his blood work  so I wanted a better understanding of it,0,0,0,0,0,0,0,1,0
  However  there is a program through the manufacturer to obtain it free if she qualifies,0,1,0,0,0,0,0,0,0
 but a dog lover like yourself will understand where I am coming from,0,0,0,0,0,0,0,0,1
  This is the first time they have even seen her in over 2 1/2 years due to her doing,1,0,0,0,0,0,0,0,0
 And when my ex husbands father passed away from a liver diease they wouldnt put him on there because of his alcohol abuse and diabetes,0,0,0,0,0,0,1,0,0
 I would highly suggest talking to the doctor aboutsomething to help when she's aggitated Xanex or Ativan  also an anti-depressant and a sleeping pill,0,0,0,0,0,0,0,0,1
Hi john Congratulations on doing the right thing and finding out what was ailing you,0,1,0,0,0,0,0,0,0
I'd mention it to the doctor and see if he can possibly switch him to something else,0,1,0,0,0,0,0,0,0
I am just getting ready for the worst  but always praying for the best,0,0,0,0,0,0,0,1,0
 In the end  she may just go into a coma before she dies,0,0,1,0,0,0,0,0,0
  I woke up this morning feeling pretty darned fine today,1,0,0,0,0,0,0,0,0
 He has forsaken his coon hound  for a guinea pig  but sleeping away warm summer days in the hammock is still part of his heritage,0,0,0,0,0,0,0,0,1
i will not lecture you any more as this is a last ditch attempt,0,0,0,0,0,1,0,0,0
 We have a few here that seem to avoid reality by attempting self diagnosis   And others who will go out of their way to support that sort of behavior ,0,0,0,0,0,0,1,0,0
 my hubby was given diazapam a few years back to do a home detox,0,0,0,0,0,0,0,0,1
  I\'m not sure how difficult it would be to reapply,0,0,1,0,0,0,0,0,0
  I am trying to get my medical shy husband to read it to prepare him for my eventual transplant,0,1,0,0,0,0,0,0,0
 For me its vital I keep up my spirits and support group,0,0,0,0,0,0,0,1,0
  I am saddened to hear of your ongoing medical troubles,0,0,0,0,1,0,0,0,0
 I know this is to get us out of the current mess  but some will undoubtedly suffer,0,0,0,0,0,0,1,0,0
If your brother won’t go to rehab  he is pretty much doomed,0,0,0,0,0,1,0,0,0
Hi Natty    Beef is too hard for a decompensated  liver to process,0,0,0,0,0,0,0,0,1
With a clean healthy lifestyle  there is good newsfor you,0,1,0,0,0,0,0,0,0
  So go for the mini vacation and enjoy the heck out of it,1,0,0,0,0,0,0,0,0
 this causes nose to run and eventually it will start causing a lot of flim in your bronchial tubes and throat,0,0,0,0,0,0,0,0,1
 Has your dr mentioned if you have developed the anti bodies to hep A,0,0,0,0,0,0,0,0,1
 I\'m told he\'s the best transplant surgeon around Boston and he\'s a nice guy to boot,0,1,0,0,0,0,0,0,0
 Crying off and on all day  when you touch her or try to get her to sit back,0,0,0,0,0,1,0,0,0
 I have all of my records  but those are old 2005/06/07/08/09 and aren't online,0,0,0,0,0,0,0,0,1
  He\'s kind of like the total package if it were possible to suck the booze out of him:  good looking  charming  funny  super smart  creative  artistic  motivated  adventuresome  curious  loyal  etc,1,0,0,0,0,0,0,0,0
Side note: I originally was told I had autoimmune hep when diagnosed in 1990,0,0,0,0,0,0,0,0,1
 If he writes an Rx for it  she could get it free durable medical equipment,1,0,0,0,0,0,0,0,0
SW  it sounds like you fall in that gray area--make too much to qualify for anything  but not enough to pay for what you really need  or are just barely able to do so,0,0,0,0,0,0,0,0,1
 was diagnosed with liver cancer July 2010  was listed for transplant in August 2010,1,0,0,0,0,0,0,0,0
 i could see my mums mood change she would say anything to doctors to make them believe she was going to try and stop,0,0,0,0,0,0,1,0,0
Seems to me that it may be helpful to look at this from 2 angles - one is the AIH and the second is the immediate issue of the hepatic encephalopathy,0,0,0,0,0,0,0,0,1
 if u need medications your dr may be able to give u samples,0,1,0,0,0,0,0,0,0
 I have a prescription that I take to a lab monthly to get a new MELD score,0,0,0,0,0,0,0,0,1
Hi  I am in Ontario and my insurance is with GreenShield and apparently my husband's company has not yet approved the Galexos + sovaldi treatment that my doctor wants me to go on,0,0,0,0,0,0,1,0,0
She was angry when we left the doctors office at first because he wouldn't give her pain meds  but quickly calmed down after understanding the need for blood work first and all that,0,0,0,0,0,0,1,0,0
I hope you can go with him to the appt and that it goes better than you expect,0,1,0,0,0,0,0,0,0
 No one knows if this guy has liver disease  yet he gives advise to those who truly are sick,0,0,0,0,0,0,1,0,0
 The fatigue that you HAVE had gives you some idea of what it's like to feel that way ALL the time,0,0,0,0,0,1,0,0,0
 So now we just live the best life we can but my heart feels as it has been ripped out of my chest,0,0,0,0,1,0,0,0,0
 I appreciate everything people suggest and you just never know what might work,1,0,0,0,0,0,0,0,0
 Mark has missed so much work that he only has 8 days left of FMLA and he is the only one working right now,0,0,1,0,0,0,0,0,0
  I believe even though she ask them not to call us it was the nurse's angel wings that had her call us so that we knew just how serious she was at this time,1,0,0,0,0,0,0,0,0
emma  angie  i hope you are doing ok  keep on keeping on,0,1,0,0,0,0,0,0,0
 the help he receives financially from the government has been stopped due to the fact  he is not deemed ill enough to receive it,0,0,0,0,0,0,1,0,0
  I am so sorry that your father is having to deal with this disease,0,0,0,0,1,0,0,0,0
 Also  my mother also had Hep C and almost died with the Interferon treatment,0,0,0,0,1,0,0,0,0
I was just tested for Hep-C -   non detectedI don't have the numbers to post - just sooooo glad non-detected,1,0,0,0,0,0,0,0,0
 And we go broke  loose all we worked for and dreamed of,0,0,1,0,0,0,0,0,0
 I stay in the room a lot Bc I feel safe there and I just lay in bed on my phone for long periods of time Bc I lost motivation in doing things that I use to do anymore,0,0,0,0,1,0,0,0,0
 It's exciting to hear that there may be a way to reverse some of the damage,1,0,0,0,0,0,0,0,0
  And it is sooo difficult to get her in and out of the car to her Dr appts,0,0,0,0,0,0,1,0,0
 sounds like you have your thinking pretty clear on what is happening,0,0,0,0,0,0,0,1,0
Now that you know what happens when you take Septra  I suggest you stay away from allsulfa drugsaltogether in the future,0,0,0,0,0,1,0,0,0
 If we get through tonight we are having a serious talk with her doc,0,0,1,0,0,0,0,0,0
 I didn\'t get it because there was no gap between the time I was approved and when I got Medicare,0,0,0,1,0,0,0,0,0
 But  with regard to his last labs from 3 months ago,0,0,0,0,0,0,0,0,1
Trust me - ex smokers  ex drinkers  my own company for 10 years - takes a lot of willpower - I am all three of those,0,1,0,0,0,0,0,0,0
 He began to question the man aboutwhen he first noticed this ,0,0,0,0,0,0,0,0,1
 The only thing that keeps me going is the fact that there is still HOPE,0,1,0,0,0,0,0,0,0
 my email and my yahoo addy are in my profile if you want to talk or need advice,0,0,0,0,0,0,0,1,0
As to your question if I notice the difference- I feel better than I have in years as of aboutweek one of treatment,1,0,0,0,0,0,0,0,0
 eight hepatitis C cases are linked to the Shadow Lane facility and one to the Burnham facility,0,0,0,0,0,0,0,0,1
But later his specialists were so concerned abouthis lack of protein  weight and malnutrition that they recommended that he eat red meat,0,0,0,0,0,0,0,0,1
 I just hate to see him that way and know there is not much you can do besides being there,0,0,0,0,1,0,0,0,0
  If Al is on no antibiotics he needs to keep himself and his hands scrupulously clean,0,0,0,0,0,0,0,0,1
 I am a caregiver for my husband who has end stage liver disease,0,0,0,0,0,0,0,1,0
 He has had a hard life with seeing and doing things,0,0,0,0,1,0,0,0,0
 You are learning  and you also need support from those of us going through the same thing,0,0,0,0,0,0,0,1,0
I've had cramps in my toes when I'm lying in bed at night  but they go away when I get up and walk a little,0,0,0,0,0,0,0,0,1
 You will get your protein and they are pretty tasty  plus lower in sodium that other brands,0,1,0,0,0,0,0,0,0
  Wishing Themister a flawless recovery from here on and both of you the ability to do everything that you have wanted to do while waiting for this miracle,1,0,0,0,0,0,0,0,0
 B  most of the members here are caregivers/relatives/friends of people with ELSD/transplant/etc,1,0,0,0,0,0,0,0,0
We are patients and loved ones of those affected by liver disease  but are not doctors and we always recommend symptoms be reviewed by a physician,0,0,0,0,0,1,0,0,0
  It is a really wonderful to talk to others that are experiencing the same thing that you are and truly understand how you feel,1,0,0,0,0,0,0,0,0
  Our mom has been supporting him 100% for a very long time - rent  groceries  booze  cell phone  car  laundry  cooking  pocket money  internet  and on and on and on,1,0,0,0,0,0,0,0,0
  My potassium and magnisium levels are fine  but it wouldn\'t hurt to eat a banana to see if it would help,0,1,0,0,0,0,0,0,0
 I couldn't tell you if this was a coincidence or not,0,0,0,1,0,0,0,0,0
I believe that a ultrasound can pick up very advanced cirrhosis,0,1,0,0,0,0,0,0,0
 She should not have the serious bleeds from vertices  nor as much ascites with TIPS  but everyone is different,0,0,0,1,0,0,0,0,0
 There are still things we just don\'t know abouttreatment,0,0,0,0,0,0,0,1,0
  Slept like a baby and have not had any anxiety/panic attacks all day long today,1,0,0,0,0,0,0,0,0
  Thank you so much for deciding to come back to the forum,1,0,0,0,0,0,0,0,0
 and new posters feel like they cause offense and are shuffled off,0,0,0,0,0,1,0,0,0
 I know other's will be along to give you more info from their experience and say hello,0,1,0,0,0,0,0,0,0
 I\'m to have blood drawn in two weeks  and if that has bumped at all  he will do a biopsy,0,0,0,0,0,0,0,1,0
 My sisters and I have spoke and if a nursing home is ever required we will all chip in,0,1,0,0,0,0,0,0,0
 the Nef promises him a kidney next if it comes to that,0,1,0,0,0,0,0,0,0
 I know it is hard to being able to do the things you used to because of this dreaded disease,0,0,0,0,1,0,0,0,0
I've been on food stamps when I was living with someone,0,0,0,0,0,0,0,0,1
 We know no beef in her diet  but her doctor was saying basically no meat protein at all,0,0,0,1,0,0,0,0,0
 We will be contacted social security for him for disability as well as calling the best nearby hospital liver transplant departments to see exactly what the steps are for documenting sobriety,0,0,0,0,0,0,0,1,0
 Doctor said my liver funtion test is normal and DNA hep B virus count fall down compare with last year,0,1,0,0,0,0,0,0,0
I have had AIH for about14 years now and it has progressed to cirrhosis after a number of flares but is fully compensated i,0,0,0,0,0,0,0,0,1
  He's my big brother and I cannot stand the lying and watching him kill himself with alcohol,0,0,0,0,1,0,0,0,0
 Evidently  at least here in TX  there is a medicaid spend down program,0,1,0,0,0,0,0,0,0
 I have to run out for a bit and am trying to get through the new posts  but I will get back on later and try to do the mEq conversion,0,0,0,0,0,0,0,0,1
 I read it could be used keep profression in check by reversing damage,0,1,0,0,0,0,0,0,0
Take a look at the amount of sodium in low sodium V8,0,0,0,0,0,0,0,0,1
 You\'d be surprised at how many people will respond,0,0,0,1,0,0,0,0,0
When you get to the end of your rope tie a knot and hang onFranklin D,0,0,0,0,0,0,1,0,0
Thank you Ziff  yes it has been a challenge to find low-sodium stuff that she'll eat,1,0,0,0,0,0,0,0,0
 They are so closely attached to us but it is truly amazing that the possibility can evenexist,0,0,0,1,0,0,0,0,0
  I know that meds can alter personalities and will have to deal with that as it comes and goes,0,0,0,0,0,0,0,1,0
 His doctor and family need to make it clear to him that if he doesn't stop drinking he is going die,0,0,0,0,1,0,0,0,0
  I have been told that I am in charge of everything,0,0,0,0,0,0,0,1,0
  Learning aboutthe disease has only given me the strength to deal with the problems that come along with it,0,0,0,0,0,0,0,1,0
 HE IS A RECOVERED ALCOHOLIC AND HAS CIRRHOSIS AND HEP,1,0,0,0,0,0,0,0,0
 Never had an issue with the liver enzymes ALT  AST & ALK phosphate - they have always been in the mid normal range,0,1,0,0,0,0,0,0,0
 He said it could be because myAST/ALT are still elevated 85 and 206  but it could be from something else,0,0,1,0,0,0,0,0,0
  Now we need to ID the 3 million likely infected who don't know  and need to be tested,0,0,0,0,0,0,0,1,0
 docs here are getting picky aboutwho they will or won't see as patients,0,0,0,0,0,0,1,0,0
I am catching up on sleep  housecare  laundry  letters to friends  calls to family ,0,0,0,0,0,0,0,1,0
Mama's girl  thanks for checking in with us--and with good news  too,1,0,0,0,0,0,0,0,0
 I want you to know that you are welcome here anytime,0,0,0,0,0,0,0,1,0
 I know theirs no choice often you just have to manage best that you can,0,1,0,0,0,0,0,0,0
 Well when we asked what that means  it\'s very vague at this time but still a little something to worry about,0,0,1,0,0,0,0,0,0
 When there is food in your stomach it continues to work,0,0,0,0,0,0,0,0,1
If you or guys have any suggestions for quick meals  I appreciate the input,0,0,0,0,0,0,0,1,0
The term acute hepatitis refers to the six-month period of time after the virus has entered the body and antibodies can be detected,0,0,0,0,0,0,0,0,1
  On the other hand  some of us are lucky enough to get the doctor that stays in the office until the cows come home  if need be,1,0,0,0,0,0,0,0,0
 My husbands GI Doc and Family Physician's are both very direct and to the point,0,1,0,0,0,0,0,0,0
My husband was dx with cirrhosis due to alcohol is the fall of 2010,0,0,0,0,0,0,0,0,1
  Ive two boys at 2 and 4 yrs old - and Ive just had the first clear headed year with them,1,0,0,0,0,0,0,0,0
 i dont know if the meds my mom were on would help if she doesnt have hep c,0,0,1,0,0,0,0,0,0
it's attached and it's a big sac of blood that's in the way and a potential problem during surgery,0,0,0,0,0,0,0,1,0
 told us they were having good results with Klonopin,0,1,0,0,0,0,0,0,0
  Please let us know exactly what happened with Dough when you can,0,0,1,0,0,0,0,0,0
 To us  she is still pretty critical  but as soon as the DNR/DNI was signed  they moved her out of ICU,0,0,0,1,0,0,0,0,0
Early on my hubby was on a low sodium diet  and I avoided giving him red meat from things I had read,0,0,0,1,0,0,0,0,0
I have been reading some of every bodies different stories and my heart and prayers go out to each and everyone of you with this terrible disease,0,0,0,0,1,0,0,0,0
 Please don't worry aboutfinding the right words - reaching out is enough,1,0,0,0,0,0,0,0,0
 He thought he could pitch in at least for his deductibles and gasoline to get placesHe will be 62 at the end of the year,0,0,0,0,1,0,0,0,0
  There are things too that I feel I can at least control  like eating mostly fresh fruits and veggies  not even considering another drink of alcohol  limiting my salt  etc,0,1,0,0,0,0,0,0,0
Thank you very much for sharing that with me Mama Lama,1,0,0,0,0,0,0,0,0
  Caught up on my sleep after the stressful week with the biopsy,1,0,0,0,0,0,0,0,0
 I love Mark  but now is the test on whether he loves me enough to stand up and fight,0,0,0,0,0,0,0,1,0
 How many times must you hear the same words repeated for it to sink in ,0,0,0,0,0,0,1,0,0
I'm happy to hear you slipped away for your much needed retreat,1,0,0,0,0,0,0,0,0
But if I was to just lay down and quit  I guess I'd get everything,0,0,0,0,1,0,0,0,0
 I have a lot of compassion for those of us suffering illnesses  I really do  but the way I've lived life I think I've burdened loved ones enough already,0,0,0,0,1,0,0,0,0
  My choice is to stay off as much as I can - and I would eliminate something that does not feel good unless the reason to stay on is compelling ergo  harvoni,0,0,0,0,0,0,0,1,0
It's also good to hear that your current episode of vertigo migraine is waning,1,0,0,0,0,0,0,0,0
It is estimated that only 20% of alcoholics will develop cirrhosis,0,0,0,0,0,0,0,1,0
 he he hehaving a good week end so far  and you all enjoy the easter holiday,1,0,0,0,0,0,0,0,0
So far it's been about6 months and my potassium levels were fine,1,0,0,0,0,0,0,0,0
 Gastro guy says that I will be elegible to start treatment for the Hep C in 3-4 months,0,0,0,0,0,0,0,1,0
 When you say you 'got healthy ' do you mean your blood tests were normal,0,0,0,0,0,0,0,0,1
 I take 4 water pills a day and have been doing that since I left hospital which is about2 1/2 years ago,0,0,0,0,0,0,0,0,1
 I thought raw were better  and I have been consuming lots of raw celery and fruits  but I\'ve been avoiding red meat,0,0,0,1,0,0,0,0,0
We were told that a patient near death could get a hep c organ rather than die,0,0,0,1,0,0,0,0,0
 You'll have to search your grocery food labels carefully and remember LOW sodium on the front of the container is rarely true,0,0,0,0,0,0,0,1,0
al' s left leg where he had a port in while sick got infected months back ,0,0,0,0,1,0,0,0,0
  So we have this Hyper Enhancement that we have to worry aboutin the back of our minds,0,0,1,0,0,0,0,0,0
 Your mom's high ammonia is causing hepatic encephalopathy  which in turn causes confusion  forgetfulness  and sometimes hallucinations,0,0,0,0,0,0,0,0,1
 I just did an edonscopy and a colonoscopy and found out I have large esophageal varies with high risk of bleeding and moderate rectal varices,0,0,0,1,0,0,0,0,0
having friends and support from this forum has helped me alot,1,0,0,0,0,0,0,0,0
 I was feeling lonely because I'm not ready to share this wth people so signed up for this site,0,0,1,0,0,0,0,0,0
 At a minimum  he should be taking a multivitamin WITHOUT iron and 500 mg of vitamin C daily  to make sure his nutritional needs are being met and to boost his immune system,0,1,0,0,0,0,0,0,0
Glad to see to have some support from relatives and new friend  Debbie,1,0,0,0,0,0,0,0,0
 Let her and you enjoy the positive now while it's here,0,0,0,0,0,0,0,1,0
 Themister went through aboutthe same thing with ER  EGD  and was in hospital about4-5 days,0,1,0,0,0,0,0,0,0
  Liver patients who have been in and out of hospitals numerous times can and do get a staph infection,0,0,0,0,0,1,0,0,0
 The best way to stay away from sodium is to not buy food that's prepared  canned  or comes from a box,0,0,0,0,0,0,0,0,1
My son nurse anesthetist at Lahey Hospital and Transplant Center Burlington-Boston called in favors,1,0,0,0,0,0,0,0,0
Just spoke with nurse and now ammonia level went from 89 to 47 and now is at 119,0,0,0,1,0,0,0,0,0
  And the rectal stuff was as effective as a colonoscopy prep,0,0,0,0,0,0,1,0,0
and if the patient is still drinking they usually don't go out of their way to educate the patient,0,0,0,0,0,0,1,0,0
mostly beer but when you start drinking red beer at 10 AM and still drinking beer at 10PM,0,0,0,0,0,0,0,0,1
I do have a question for you more knowledgeable folks,0,0,0,0,0,0,0,0,1
 and i supose we will go from there  but even though i am 27years old my parents still feel the need to shelter me so i dont know how bad things are,0,0,0,0,1,0,0,0,0
David  yes you are probably right aboutme wanting more recipes,0,0,0,0,0,0,0,0,1
 or she would say to you  i will stay in here for as long as it takes  i am not going to put myself through this again heard it so many times,0,0,0,0,0,0,0,0,1
  I hope the regular posters can welcome any newbies and help answer their questions in the meantime,0,1,0,0,0,0,0,0,0
I do not give medical advice - period - I simply dont,0,0,0,0,0,1,0,0,0
 Doctor called early this afternoon and reported no tumors found,1,0,0,0,0,0,0,0,0
 When we marry we accept certain obligations and going solely by what I have read so far you have more than complied   It\'s wrong for your husband to be caught in this position and my heart truly goes out to him ,0,0,0,0,1,0,0,0,0
This is why I think it might be cirhossis  could the pills damage my liver,0,0,1,0,0,0,0,0,0
  Is it possible to have some help come in if you want to keep him at home,0,0,0,0,0,0,0,1,0
 Not that I dont think he has a lot of time left  God only knows  but maybe they can visit with him  while he is somewhat right in his mind and have good memories,0,0,0,0,0,0,0,1,0
Also  did they do an ultrasound to check for the blood flow in the hepatic arteries,0,0,0,0,0,0,0,0,1
 They even went through my old scar  so it\'s a pretty big incision 27 staples but at least it\'s not a whole new scar,0,0,0,1,0,0,0,0,0
 hubby is a long way from being dry but for the first time EVER  he is making an attempt to get on the right track and while he dosent need a round of applause for making that decision  medically  he should at least be able to know what is wrong and how much damage he has done and exactly what he is up against,1,0,0,0,0,0,0,0,0
 Millions of people with less problems have abused the system  Don\'t be ashamed,0,0,0,0,0,0,0,1,0
  That\'s why transplant patients cannot be around young children for awhile after transplant,0,0,0,0,0,0,0,0,1
 E is in my opinion to be admired by all   Who but her could manage to devote so much time and effort to the cause of Helping others and spend so much time defending one man all at once ,0,1,0,0,0,0,0,0,0
 I started drinking green tea two years ago  instead of coffee  and I drink a lot of spring water now,1,0,0,0,0,0,0,0,0
  He won\'t cooperate  keeps jacking up the bathroom heaters but won\'t drink enough fluid  won\'t give me his blood sugar numbers  won\'t do anything I ask him basically - and is treating me really  really badly,0,0,0,0,1,0,0,0,0
 In due course I think it would be worth asking what their plans are for treating the AIH in the medium to longer term,0,0,0,1,0,0,0,0,0
today I am feeling semi ok for the fist time since mid November  though totally exhausted from being basically in bed,1,0,0,0,0,0,0,0,0
 I will send an email to Dany and AIHer and see what they think aboutall this,0,0,0,0,0,0,0,0,1
 I feel that staying makes for a stronger community here,1,0,0,0,0,0,0,0,0
If you can't have a disagreement without getting upset and name calling please refrain from posting to the offending individual,0,0,0,0,0,1,0,0,0
  the total tx for 48 weeks was more than sovaldi tx,0,0,0,0,0,0,0,0,1
  However  if you live in a remote area  the chances of your getting into such a trial may be nil,0,0,0,0,1,0,0,0,0
I had people tell me  Wow  I don\'t know how you do what you do,1,0,0,0,0,0,0,0,0
 He should also be under the care of a liver specialist hepatologist,0,1,0,0,0,0,0,0,0
 who had an experience or question that I could answer,0,0,0,0,0,0,0,0,1
 Least should we forget balancing two children and a personal life ,0,0,0,0,0,0,0,1,0
 I tried treatment with that twice  and both times my white cell count dropped so low that I had to be taken off treatment,0,0,0,1,0,0,0,0,0
He found a doc in Miami who had recently moved from Mt,0,0,0,0,0,0,0,0,1
 It's important to remember to take care of yourself  too,0,1,0,0,0,0,0,0,0
